PERIOD,UNIT_ID,UNIT_NAME,UNIT_TYPE,AREA_CODE,AREA_NAME,REG_CODE,REG_NAME,TOPIC_REASON_1,TOPIC_REASON_2,TOPIC_RESULT,SERVICE,BRAND,APP_ID,JML
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Ketidaksesuaian consume bonus/kuota,K,skunk,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Pembelian gagal, namun saldo terpotong,K,kartu As,DSC,2
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Produk tidak ditemukan,K,KartuHalo,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Channel pembelian yang diinginkan tidak ditemukan atau tidak tersedia,K,kartu As,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Channel pembelian yang diinginkan tidak ditemukan atau tidak tersedia,K,skunk,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Tidak mendapat SMS OTP,K,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Gagal/Error saat login dengan OTP,K,KartuHalo,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Pembayaran terpotong lebih dari 1x,K,kartu As,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Pembelian Pulsa,K22-Voucher tidak dapat digunakan,K,simPATI,DSC,20
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Pembelian Pulsa,K22-Ada kuota, namun terkena PAYU,K,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Transfer Pulsa/Kuota,K25-Gagal/error saat transfer pulsa/kuota,K,simPATI,DSC,5
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Transfer Pulsa/Kuota,K25-Transfer pulsa/kuota sukses, namun produk terlambat diterima,K,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Transfer Pulsa/Kuota,K25-Tidak bisa dial UMB,K,kartu As,DSC,2
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Transfer Pulsa/Kuota,K25-Produk tidak ditemukan,K,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Digital Life Style,K26-Pembelian berhasil namun subscription tidak didapatkan,K,kartu As,DSC,3
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,K14-Simcard belum bisa digunakan,K,KartuHalo,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Prepaid Registration,K13-No respond saat registrasi prepaid,K,kartu As,DSC,4
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,Outlet â€“ Account Management,Penggunaan Aplikasi,K91-Tidak bisa login,K,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,B2B Enterprise Product,Field Force Management-Mobile Com-Mobile Workforce,P32-Permintaan Deaktivasi Layanan,P,KartuHalo,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,MUTASI,Voluntary Block,P57-Permintaan open Blokir atas Permintaan Pelanggan,P,simPATI,DSC,3
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Transfer Pulsa/Kuota,P25-Permintaan bukti transfer pulsa/kuota,P,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Digital Life Style,P26-Permintaan aktivasi produk,P,simPATI,DSC,2
2023-05-15,13,GraPARI Purwokerto,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,I51-Informasi device 4G,I,simPATI,DSC,2
2023-05-15,13,GraPARI Purwokerto,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,I51-Informasi device 4G,I,kartu As,DSC,1
2023-05-15,13,GraPARI Purwokerto,grapari,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi syarat & ketentuan pembelian produk,I,simPATI,DSC,4
2023-05-15,13,GraPARI Purwokerto,grapari,3,Jawa - Balinusra,7,Jateng,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,P44-Permintaan pembayaran tagihan,P,KartuHalo,Paradise,8
2023-05-15,14,GraPARI Mall Ciputra Semarang,grapari,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,KartuHalo,DSC,1
2023-05-15,14,GraPARI Mall Ciputra Semarang,grapari,3,Jawa - Balinusra,7,Jateng,TERMINASI,Berhenti berlangganan Telkomsel Halo,P71-Permintaan berhenti berlangganan,P,KartuHalo,DSC,1
2023-05-15,56,GraPARI Yogyakarta,grapari,3,Jawa - Balinusra,7,Jateng,TERMINASI,Unregistrasi Prabayar,P72-Permintaan unregistrasi Prabayar,P,simPATI,DSC,2
2023-05-15,58,GraPARI Solo,grapari,3,Jawa - Balinusra,7,Jateng,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status aktivasi nomor,C,KartuHalo,DSC,2
2023-05-15,58,GraPARI Solo,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang, Terdapat Fitur Banking,P,kartu As,DSC,1
2023-05-15,58,GraPARI Solo,grapari,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,P14-Permintaan Reaktivasi,P,simPATI,DSC,5
2023-05-15,58,GraPARI Solo,grapari,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,P14-Permintaan Reaktivasi,P,skunk,DSC,1
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status history mutasi,C,simPATI,DSC,3
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Price Plan,I53-Informasi syarat dan ketentuan perubahan Price Plan,I,KartuHalo,DSC,1
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,P51-Ganti Kartu Untuk Upgrade Kartu,P,kartu As,DSC,1
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,simPATI,DSC,1
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Rusak Akibat Penggunaan,P,simPATI,DSC,2
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,P2P/SPTP,P58-Permintaan Migrasi Seamless P2P,P,KartuHalo,DSC,1
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,P44-Permintaan pembayaran tagihan,P,KartuHalo,Paradise,3
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,TAGIHAN & PEMBAYARAN,Pemblokiran karena tagihan,P43-Permintaan buka blokir 2,P,KartuHalo,DSC,2
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,TERMINASI,Unregistrasi Prabayar,P72-Permintaan unregistrasi Prabayar,P,kartu As,DSC,1
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,BACKEND QUERY & SYSTEM,Layanan Pelanggan,C84-Interaksi Terputus,C,simPATI,DSC,1
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,TAGIHAN & PEMBAYARAN,Tagihan Pelanggan,I42-Informasi tagihan outstanding & batas akhir pembayaran,I,KartuHalo,DSC,1
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,simPATI,DSC,1
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,kartu As,DSC,1
2023-05-15,999,GraPARI Tegal,grapari,3,Jawa - Balinusra,7,Jateng,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status aktivasi nomor,C,KartuHalo,DSC,4
2023-05-15,999,GraPARI Tegal,grapari,3,Jawa - Balinusra,7,Jateng,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status pembelian prod,C,kartu As,DSC,1
2023-05-15,1000545,GraPARI Telkom Group Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status pembelian prod,C,simPATI,DSC,2
2023-05-15,1000545,GraPARI Telkom Group Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,kartu As,DSC,1
2023-05-15,1001099,GraPARI TLT Manyar Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,simPATI,DSC,2
2023-05-15,1001099,GraPARI TLT Manyar Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,simPATI,DSC,2
2023-05-15,1001099,GraPARI TLT Manyar Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,P14-Permintaan Reaktivasi,P,skunk,DSC,1
2023-05-15,1001099,GraPARI TLT Manyar Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reestablish Halo,P15-Permintaan reestablish,P,KartuHalo,DSC,1
2023-05-15,1001111,GraPARI Kraksaan,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,simPATI,DSC,1
2023-05-15,1001111,GraPARI Kraksaan,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi spesifikasi produk (tarif & benefit),I,kartu As,DSC,1
2023-05-15,1001111,GraPARI Kraksaan,gerai,3,Jawa - Balinusra,8,Jatim,TERMINASI,Unregistrasi Prabayar,I72-Informasi cara unregistrasi Prabayar,I,simPATI,DSC,1
2023-05-15,1001112,GraPARI Batu,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status history mutasi,C,simPATI,DSC,1
2023-05-15,1001112,GraPARI Batu,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi spesifikasi produk (tarif & benefit),I,simPATI,DSC,1
2023-05-15,1001112,GraPARI Batu,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,P2P/SPTP,P58-Permintaan Migrasi Pre to Post,P,KartuHalo,DSC,1
2023-05-15,1001112,GraPARI Batu,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Paket,P54-Permintaan modify offer/VAS,P,KartuHalo,DSC,1
2023-05-15,1001112,GraPARI Batu,gerai,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,P44-Permintaan pembayaran tagihan,P,KartuHalo,Paradise,1
2023-05-15,1001112,GraPARI Batu,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,P14-Permintaan Reaktivasi,P,simPATI,DSC,1
2023-05-15,1211,GraPARI Blitar,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status aktivasi nomor,C,KartuHalo,DSC,5
2023-05-15,1211,GraPARI Blitar,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,CLS,P55-Permintaan perubahan modify CLS (upgrade),P,KartuHalo,DSC,1
2023-05-15,1212,GraPARI Bojonegoro,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,kartu As,DSC,1
2023-05-15,1213,GraPARI Jombang,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,kartu As,DSC,1
2023-05-15,1215,GraPARI Kepanjen,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,simPATI,DSC,1
2023-05-15,1215,GraPARI Kepanjen,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Prepaid Registration,P13-Permintaan registrasi Prabayar,P,simPATI,DSC,1
2023-05-15,1216,GraPARI Lumajang,gerai,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,P44-Permintaan pembayaran tagihan,P,KartuHalo,Paradise,2
2023-05-15,1217,GraPARI Mojokerto,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Pembelian Pulsa,I22-Informasi metode pembayaran yg dapat digunakan untuk membeli produk,I,kartu As,DSC,1
2023-05-15,1217,GraPARI Mojokerto,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,I14-Informasi cara reaktivasi,I,kartu As,DSC,2
2023-05-15,1218,GraPARI Pacitan,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,simPATI,DSC,3
2023-05-15,1218,GraPARI Pacitan,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,kartu As,DSC,2
2023-05-15,1218,GraPARI Pacitan,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,simPATI,DSC,1
2023-05-15,1220,GraPARI Pasuruan,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,skunk,DSC,1
2023-05-15,1220,GraPARI Pasuruan,gerai,3,Jawa - Balinusra,8,Jatim,TERMINASI,Unregistrasi Prabayar,P72-Permintaan unregistrasi Prabayar,P,simPATI,DSC,1
2023-05-15,1221,GraPARI Perak Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,simPATI,DSC,1
2023-05-15,1221,GraPARI Perak Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,kartu As,DSC,1
2023-05-15,1222,GraPARI Ponorogo,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status aktivasi nomor,C,KartuHalo,DSC,6
2023-05-15,1222,GraPARI Ponorogo,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi sisa kuota & paket yg aktif,I,kartu As,DSC,3
2023-05-15,1222,GraPARI Ponorogo,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,PSB,K43-Komplain Halo mahal,K,KartuHalo,DSC,1
2023-05-15,1222,GraPARI Ponorogo,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,PSB,P11-Permintaan Pasang Baru Telkomsel Halo,P,KartuHalo,DSC,1
2023-05-15,1225,GraPARI Situbondo,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status history mutasi,C,KartuHalo,DSC,5
2023-05-15,1225,GraPARI Situbondo,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi sisa kuota & paket yg aktif,I,KartuHalo,DSC,2
2023-05-15,1225,GraPARI Situbondo,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,simPATI,DSC,8
2023-05-15,1225,GraPARI Situbondo,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,P14-Permintaan Reaktivasi,P,kartu As,DSC,1
2023-05-15,1226,GraPARI Tropodo Sidoarjo,gerai,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Masa Aktif Prepaid,I41-Informasi pulsa & masa aktif,I,simPATI,DSC,6
2023-05-15,1227,GraPARI Tuban,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,I14-Informasi cara reaktivasi,I,kartu As,DSC,2
2023-05-15,1228,GraPARI Tulungagung,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,kartu As,DSC,11
2023-05-15,1228,GraPARI Tulungagung,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,CLS,P55-Permintaan perubahan modify CLS (downgrade),P,KartuHalo,DSC,1
2023-05-15,1323,GraPARI Ngawi,gerai,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,I44-Informasi channel pembayaran,I,KartuHalo,DSC,2
2023-05-15,1323,GraPARI Ngawi,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,simPATI,DSC,1
2023-05-15,1400,GraPARI Bondowoso,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,kartu As,DSC,5
2023-05-15,1400,GraPARI Bondowoso,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,simPATI,DSC,1
2023-05-15,1407,GraPARI Nganjuk,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status history mutasi,C,skunk,DSC,1
2023-05-15,1407,GraPARI Nganjuk,gerai,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Masa Aktif Prepaid,I41-Informasi pulsa & masa aktif,I,simPATI,DSC,2
2023-05-15,1407,GraPARI Nganjuk,gerai,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,P44-Permintaan pembayaran tagihan,P,KartuHalo,Paradise,1
2023-05-15,1407,GraPARI Nganjuk,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,simPATI,DSC,3
2023-05-15,1408,GraPARI Lamongan,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status aktivasi nomor,C,skunk,DSC,1
2023-05-15,1408,GraPARI Lamongan,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,simPATI,DSC,2
2023-05-15,1415,GraPARI Genteng,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,simPATI,DSC,8
2023-05-15,1415,GraPARI Genteng,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,kartu As,DSC,1
2023-05-15,1415,GraPARI Genteng,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,PSB,P32-Permintaan Pre2Post Halo+,P,KartuHalo,DSC,4
2023-05-15,60041,GraPARI Sumenep,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status aktivasi nomor,C,simPATI,DSC,1
2023-05-15,60041,GraPARI Sumenep,gerai,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Masa Aktif Prepaid,I41-Informasi pulsa & masa aktif,I,kartu As,DSC,2
2023-05-15,60041,GraPARI Sumenep,gerai,3,Jawa - Balinusra,8,Jatim,CAMPAIGN & LOYALTY,Campaign Bundling,P63-Permintaan aktivasi layanan,P,KartuHalo,DSC,1
2023-05-15,60249,GraPARI Pandaan,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi syarat & ketentuan produk,I,kartu As,DSC,1
2023-05-15,60249,GraPARI Pandaan,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,simPATI,DSC,2
2023-05-15,60249,GraPARI Pandaan,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,CLS,P55-Permintaan perubahan modify CLS (downgrade),P,KartuHalo,DSC,1
2023-05-15,60257,GraPARI Sampang,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,simPATI,DSC,4
2023-05-15,60257,GraPARI Sampang,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,P2P/SPTP,P58-Permintaan Migrasi Pre to Post,P,KartuHalo,DSC,1
2023-05-15,90011,GraPARI Bangkalan,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,kartu As,DSC,1
2023-05-15,90454,GraPARI Pamekasan,gerai,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Masa Aktif Prepaid,I41-Informasi pulsa & masa aktif,I,simPATI,DSC,2
2023-05-15,90454,GraPARI Pamekasan,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,PSB,I11-Informasi persyaratan berlangganan Telkomsel Halo,I,simPATI,DSC,1
2023-05-15,920641,GraPARI Magetan,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,simPATI,DSC,1
2023-05-15,920652,GraPARI Malang Kawi,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,P51-Ganti Kartu Untuk Upgrade Kartu,P,kartu As,DSC,1
2023-05-15,920652,GraPARI Malang Kawi,gerai,3,Jawa - Balinusra,8,Jatim,TERMINASI,Berhenti berlangganan Telkomsel Halo,P71-Permintaan berhenti berlangganan,P,KartuHalo,DSC,3
2023-05-15,100,GraPARI Bukit Darmo Surabaya,grapari,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,KartuHalo,DSC,1
2023-05-15,100,GraPARI Bukit Darmo Surabaya,grapari,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,simPATI,DSC,2
2023-05-15,101,GraPARI Surabaya Sudirman,grapari,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status aktivasi nomor,C,kartu As,DSC,2
2023-05-15,101,GraPARI Surabaya Sudirman,grapari,3,Jawa - Balinusra,8,Jatim,MUTASI,Change Ownership,I52-Informasi syarat dan ketentuan,I,KartuHalo,DSC,1
2023-05-15,101,GraPARI Surabaya Sudirman,grapari,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Masa Aktif Prepaid,I41-Informasi pulsa & masa aktif,I,simPATI,DSC,3
2023-05-15,101,GraPARI Surabaya Sudirman,grapari,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi syarat & ketentuan pembelian produk,I,simPATI,DSC,9
2023-05-15,101,GraPARI Surabaya Sudirman,grapari,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,kartu As,DSC,2
2023-05-15,101,GraPARI Surabaya Sudirman,grapari,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,P14-Permintaan Reaktivasi,P,simPATI,DSC,9
2023-05-15,19,GraPARI Malang,grapari,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,I14-Informasi cara reaktivasi,I,kartu As,DSC,3
2023-05-15,19,GraPARI Malang,grapari,3,Jawa - Balinusra,8,Jatim,TERMINASI,Berhenti berlangganan Telkomsel Halo,I71-Informasi cara dan syarat berhenti berlangganan,I,KartuHalo,DSC,3
2023-05-15,19,GraPARI Malang,grapari,3,Jawa - Balinusra,8,Jatim,CAMPAIGN & LOYALTY,Campaign Produk,K61-Gagal/error saat aktivasi produk,K,simPATI,DSC,1
2023-05-15,19,GraPARI Malang,grapari,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,P14-Permintaan Reaktivasi,P,kartu As,DSC,5
2023-05-15,600,GraPARI Kediri,grapari,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,simPATI,DSC,10
2023-05-15,600,GraPARI Kediri,grapari,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Masa Aktif Prepaid,I41-Informasi pulsa & masa aktif,I,simPATI,DSC,1
2023-05-15,600,GraPARI Kediri,grapari,3,Jawa - Balinusra,8,Jatim,TERMINASI,Berhenti berlangganan Telkomsel Halo,P71-Permintaan berhenti berlangganan,P,KartuHalo,DSC,1
2023-05-15,601,GraPARI Banyuwangi,grapari,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,simPATI,DSC,2
