PERIOD,UNIT_ID,UNIT_NAME,UNIT_TYPE,AREA_CODE,AREA_NAME,REG_CODE,REG_NAME,TOPIC_REASON_1,TOPIC_REASON_2,TOPIC_RESULT,SERVICE,BRAND,APP_ID,JML
2023-05-15,213,GraPARI Jambi,grapari,1,Sumatera,3,Sumbagsel,MUTASI,Voluntary Block,P57-Permintaan open Blokir atas Permintaan Pelanggan,P,KartuHalo,DSC,1
2023-05-15,213,GraPARI Jambi,grapari,1,Sumatera,3,Sumbagsel,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,simPATI,DSC,3
2023-05-15,213,GraPARI Jambi,grapari,1,Sumatera,3,Sumbagsel,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,P14-Permintaan Reaktivasi,P,kartu As,DSC,1
2023-05-15,217,GraPARI Bengkulu,grapari,1,Sumatera,3,Sumbagsel,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,kartu As,DSC,1
2023-05-15,217,GraPARI Bengkulu,grapari,1,Sumatera,3,Sumbagsel,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Rusak Akibat Penggunaan,P,simPATI,DSC,1
2023-05-15,889,GraPARI Lubuk Linggau,grapari,1,Sumatera,3,Sumbagsel,BACKEND QUERY & SYSTEM,Layanan Pelanggan,C84-Greeting Only, Interaksi tidak dilanjutkan,C,simPATI,DSC,3
2023-05-15,889,GraPARI Lubuk Linggau,grapari,1,Sumatera,3,Sumbagsel,MUTASI,Ganti Kartu,P51-Ganti Kartu Untuk Upgrade Kartu,P,simPATI,DSC,1
2023-05-15,889,GraPARI Lubuk Linggau,grapari,1,Sumatera,3,Sumbagsel,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang, Terdapat Fitur Banking,P,kartu As,DSC,1
2023-05-15,1001277,GraPARI Lite Plasa Sungai Penuh,grapari_lite,1,Sumatera,3,Sumbagsel,MUTASI,Ganti Kartu,P51-Ganti Kartu Untuk Upgrade Kartu,P,simPATI,DSC,1
2023-05-15,1001277,GraPARI Lite Plasa Sungai Penuh,grapari_lite,1,Sumatera,3,Sumbagsel,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,kartu As,DSC,3
2023-05-15,1176,GraPARI Banjar,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,P2P/SPTP,I58-Informasi syarat dan ketentuan,I,simPATI,DSC,1
2023-05-15,1176,GraPARI Banjar,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,P2P/SPTP,I58-Informasi syarat dan ketentuan,I,kartu As,DSC,2
2023-05-15,1176,GraPARI Banjar,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,P2P/SPTP,P58-Permintaan Migrasi Pre to Post,P,KartuHalo,DSC,2
2023-05-15,1176,GraPARI Banjar,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,PSB,P11-Permintaan Pasang Baru Telkomsel Halo,P,KartuHalo,DSC,1
2023-05-15,1177,GraPARI Ciamis,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,I14-Informasi cara reaktivasi,I,simPATI,DSC,1
2023-05-15,1177,GraPARI Ciamis,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,PSB,I11-Informasi persyaratan berlangganan Telkomsel Halo,I,simPATI,DSC,1
2023-05-15,1177,GraPARI Ciamis,gerai,2,Jabotabek - Jabar,6,Jabar,Outlet â€“ Penjualan Produk,Orbit,I92-Informasi Orbit,I,KartuHalo,DSC,1
2023-05-15,1177,GraPARI Ciamis,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,O61-Penawaran produk tertentu,O,KartuHalo,DSC,3
2023-05-15,1177,GraPARI Ciamis,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,O61-Penawaran produk tertentu,O,simPATI,DSC,2
2023-05-15,1177,GraPARI Ciamis,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,Reestablish Halo,P15-Permintaan reestablish,P,KartuHalo,DSC,1
2023-05-15,1179,GraPARI Cimahi,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi channel produk,I,simPATI,DSC,8
2023-05-15,1179,GraPARI Cimahi,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,P26-Permintaan aktivasi produk,P,KartuHalo,DSC,2
2023-05-15,1181,GraPARI Garut,gerai,2,Jabotabek - Jabar,6,Jabar,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status history mutasi,C,KartuHalo,DSC,11
2023-05-15,1181,GraPARI Garut,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,skunk,DSC,1
2023-05-15,1181,GraPARI Garut,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Pembelian Pulsa,I22-Informasi ketentuan data yang dibutuhkan untuk pembelian pulsa,I,simPATI,DSC,1
2023-05-15,1181,GraPARI Garut,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Pembelian Pulsa,K22-Pulsa/kuota tiba-tiba berkurang/habis,K,kartu As,DSC,1
2023-05-15,1182,GraPARI Indramayu,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi channel produk,I,skunk,DSC,1
2023-05-15,1182,GraPARI Indramayu,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,P26-Permintaan aktivasi produk,P,KartuHalo,DSC,4
2023-05-15,1182,GraPARI Indramayu,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,P26-Permintaan aktivasi produk,P,kartu As,DSC,1
2023-05-15,1183,GraPARI Miko Mall Bandung,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,simPATI,DSC,1
2023-05-15,1183,GraPARI Miko Mall Bandung,gerai,2,Jabotabek - Jabar,6,Jabar,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,P44-Permintaan pembayaran tagihan,P,KartuHalo,Paradise,2
2023-05-15,1183,GraPARI Miko Mall Bandung,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Bundling,P63-Permintaan aktivasi layanan,P,KartuHalo,DSC,1
2023-05-15,1184,GraPARI Kuningan,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi channel produk,I,KartuHalo,DSC,4
2023-05-15,1184,GraPARI Kuningan,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Paket,P54-Permintaan modify Fitur Basic Service,P,KartuHalo,DSC,1
2023-05-15,1184,GraPARI Kuningan,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,P26-Permintaan aktivasi produk,P,simPATI,DSC,2
2023-05-15,1185,GraPARI Majalaya,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi spesifikasi produk (tarif & benefit),I,kartu As,DSC,1
2023-05-15,1185,GraPARI Majalaya,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,Prepaid Registration,P13-Permintaan registrasi Prabayar,P,simPATI,DSC,2
2023-05-15,1185,GraPARI Majalaya,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,Prepaid Registration,P13-Permintaan registrasi Prabayar,P,kartu As,DSC,1
2023-05-15,1185,GraPARI Majalaya,gerai,2,Jabotabek - Jabar,6,Jabar,TERMINASI,Unregistrasi Prabayar,P72-Permintaan unregistrasi Prabayar,P,simPATI,DSC,3
2023-05-15,1186,GraPARI Majalengka,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,PSB,I11-Informasi persyaratan berlangganan Telkomsel Halo,I,kartu As,DSC,2
2023-05-15,1186,GraPARI Majalengka,gerai,2,Jabotabek - Jabar,6,Jabar,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,P44-Permintaan pembayaran tagihan,P,KartuHalo,Paradise,3
2023-05-15,1186,GraPARI Majalengka,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Bundling,P63-Permintaan aktivasi layanan,P,KartuHalo,DSC,1
2023-05-15,1188,GraPARI Subang,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi channel produk,I,KartuHalo,DSC,4
2023-05-15,1188,GraPARI Subang,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi channel produk,I,skunk,DSC,1
2023-05-15,1188,GraPARI Subang,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,PSB,I11-Informasi persyaratan berlangganan Telkomsel Halo,I,skunk,DSC,1
2023-05-15,1188,GraPARI Subang,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,kartu As,DSC,1
2023-05-15,1188,GraPARI Subang,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,P2P/SPTP,P58-Permintaan Migrasi Pre to Post,P,KartuHalo,DSC,2
2023-05-15,1188,GraPARI Subang,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,P26-Permintaan aktivasi produk,P,KartuHalo,DSC,1
2023-05-15,1189,GraPARI Sumber,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,simPATI,DSC,2
2023-05-15,1189,GraPARI Sumber,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Paket,I54-Informasi syarat dan ketentuan Modify Fitur Basic Service,I,KartuHalo,DSC,1
2023-05-15,1189,GraPARI Sumber,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,I61-Informasi mengenai campaign produk/Program,I,simPATI,DSC,2
2023-05-15,1189,GraPARI Sumber,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,I61-Informasi benefit & masa berlaku produk yang ditawarkan,I,simPATI,DSC,8
2023-05-15,1190,GraPARI Sumedang,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,I61-Informasi benefit & masa berlaku produk yang ditawarkan,I,kartu As,DSC,3
2023-05-15,1190,GraPARI Sumedang,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,PSB,I11-Informasi persyaratan berlangganan Telkomsel Halo,I,KartuHalo,DSC,2
2023-05-15,1277,GraPARI Metro Trade Center Bandung,gerai,2,Jabotabek - Jabar,6,Jabar,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status history mutasi,C,skunk,DSC,5
2023-05-15,1277,GraPARI Metro Trade Center Bandung,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,simPATI,DSC,2
2023-05-15,1277,GraPARI Metro Trade Center Bandung,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi channel produk,I,simPATI,DSC,15
2023-05-15,1277,GraPARI Metro Trade Center Bandung,gerai,2,Jabotabek - Jabar,6,Jabar,TERMINASI,Berhenti berlangganan Telkomsel Halo,I71-Informasi cara dan syarat berhenti berlangganan,I,simPATI,DSC,2
2023-05-15,1277,GraPARI Metro Trade Center Bandung,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,Prepaid Registration,P13-Permintaan registrasi Prabayar WNA,P,skunk,DSC,11
2023-05-15,1278,GraPARI Singaparna,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,P2P/SPTP,P58-Permintaan Migrasi Seamless P2P,P,KartuHalo,DSC,1
2023-05-15,1318,GraPARI Ciledug Cirebon,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,I61-Informasi benefit & masa berlaku produk yang ditawarkan,I,KartuHalo,DSC,1
2023-05-15,1500,GraPARI Pamanukan,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,simPATI,DSC,5
2023-05-15,1500,GraPARI Pamanukan,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi spesifikasi produk (tarif & benefit),I,KartuHalo,DSC,2
2023-05-15,1500,GraPARI Pamanukan,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi spesifikasi produk (tarif & benefit),I,skunk,DSC,1
2023-05-15,1500,GraPARI Pamanukan,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi syarat & ketentuan produk,I,skunk,DSC,1
2023-05-15,60037,GraPARI Padalarang,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi spesifikasi produk (tarif & benefit),I,KartuHalo,DSC,1
2023-05-15,60256,GraPARI Soreang,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi syarat & ketentuan produk,I,KartuHalo,DSC,4
2023-05-15,60256,GraPARI Soreang,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,I61-Informasi benefit & masa berlaku produk yang ditawarkan,I,kartu As,DSC,2
2023-05-15,60256,GraPARI Soreang,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,P26-Permintaan aktivasi produk,P,skunk,DSC,2
2023-05-15,60256,GraPARI Soreang,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,PSB,P11-Permintaan Pasang Baru Telkomsel Halo,P,KartuHalo,DSC,1
2023-05-15,60266,GraPARI Plasa Rancaekek,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21- Informasi cara berlangganan paket indihome,I,kartu As,DSC,1
2023-05-15,60266,GraPARI Plasa Rancaekek,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,Post to Pre,P59-Permintaan Migrasi Post to Pre,P,KartuHalo,DSC,2
2023-05-15,60266,GraPARI Plasa Rancaekek,gerai,2,Jabotabek - Jabar,6,Jabar,TERMINASI,Berhenti berlangganan Telkomsel Halo,P71-Permintaan berhenti berlangganan,P,KartuHalo,DSC,5
2023-05-15,900703,GraPARI Bantarkalong,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,Prepaid Registration,P13-Permintaan registrasi Prabayar,P,skunk,DSC,1
2023-05-15,900703,GraPARI Bantarkalong,gerai,2,Jabotabek - Jabar,6,Jabar,TERMINASI,Berhenti berlangganan Telkomsel Halo,P71-Permintaan berhenti berlangganan,P,KartuHalo,DSC,1
2023-05-15,90072,GraPARI Jatibarang,gerai,2,Jabotabek - Jabar,6,Jabar,TAGIHAN & PEMBAYARAN,Masa Aktif Prepaid,I41-Informasi pulsa & masa aktif,I,kartu As,DSC,1
2023-05-15,90072,GraPARI Jatibarang,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,I61-Informasi benefit & masa berlaku produk yang ditawarkan,I,KartuHalo,DSC,2
2023-05-15,90072,GraPARI Jatibarang,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,P26-Permintaan aktivasi produk,P,KartuHalo,DSC,1
2023-05-15,90073,GraPARI Pangandaran,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi syarat & ketentuan pembelian produk,I,kartu As,DSC,2
2023-05-15,90073,GraPARI Pangandaran,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,P2P/SPTP,P58-Permintaan Migrasi Pre to Post,P,KartuHalo,DSC,2
2023-05-15,90073,GraPARI Pangandaran,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,simPATI,DSC,1
2023-05-15,90073,GraPARI Pangandaran,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,PSB,P32-Permintaan Pre2Post Halo+,P,KartuHalo,DSC,1
2023-05-15,90074,GraPARI Lembang,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Paket,I54-Informasi syarat dan ketentuan modify offer/VAS,I,KartuHalo,DSC,1
2023-05-15,90074,GraPARI Lembang,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,I61-Infomasi syarat & ketentuan mendapatkan penawaran,I,simPATI,DSC,1
2023-05-15,901505,GraPARI Cirebon Super Blok,gerai,2,Jabotabek - Jabar,6,Jabar,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,I44-Informasi channel pembayaran,I,KartuHalo,DSC,1
2023-05-15,901505,GraPARI Cirebon Super Blok,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,I61-Informasi mengenai campaign produk/Program,I,KartuHalo,DSC,1
2023-05-15,901505,GraPARI Cirebon Super Blok,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Kartu,P51-Ganti Kartu Untuk Upgrade Kartu,P,simPATI,DSC,2
2023-05-15,920606,GraPARI Bandung Elektronik Center,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi channel produk,I,kartu As,DSC,2
2023-05-15,920606,GraPARI Bandung Elektronik Center,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Bundling,I63-Informasi program bundling,I,KartuHalo,DSC,1
2023-05-15,920606,GraPARI Bandung Elektronik Center,gerai,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Bundling,I63-Informasi program bundling,I,kartu As,DSC,1
2023-05-15,920606,GraPARI Bandung Elektronik Center,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,PSB,I11-Informasi persyaratan berlangganan Telkomsel Halo,I,simPATI,DSC,2
2023-05-15,920606,GraPARI Bandung Elektronik Center,gerai,2,Jabotabek - Jabar,6,Jabar,Outlet â€“ Penjualan Produk,Orbit,I92-Informasi Orbit,I,simPATI,DSC,1
2023-05-15,920606,GraPARI Bandung Elektronik Center,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Rusak Akibat Penggunaan, Terdapat Fitur Banking,P,KartuHalo,DSC,1
2023-05-15,920606,GraPARI Bandung Elektronik Center,gerai,2,Jabotabek - Jabar,6,Jabar,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,P44-Permintaan pembayaran tagihan,P,KartuHalo,Paradise,3
2023-05-15,920606,GraPARI Bandung Elektronik Center,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,Prepaid Registration,P13-Permintaan registrasi Prabayar WNA,P,skunk,DSC,1
2023-05-15,920609,GraPARI Telkom Group Lembong,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi channel produk,I,kartu As,DSC,2
2023-05-15,920609,GraPARI Telkom Group Lembong,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,PSB,I11-Informasi persyaratan berlangganan Telkomsel Halo,I,skunk,DSC,1
2023-05-15,920609,GraPARI Telkom Group Lembong,gerai,2,Jabotabek - Jabar,6,Jabar,MUTASI,CLS,P55-Permintaan perubahan modify CLS (downgrade),P,KartuHalo,DSC,4
2023-05-15,920680,GraPARI Trans Studio Mall Bandung,gerai,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi channel produk,I,simPATI,DSC,1
2023-05-15,920680,GraPARI Trans Studio Mall Bandung,gerai,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,Perdana PraBayar,P12-Permintaan registrasi &  pembelian perdana prabayar WNA,P,skunk,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,BACKEND QUERY & SYSTEM,Layanan Pelanggan,C84-Closing Only, Interaksi tidak dilanjutkan,C,KartuHalo,DSC,4
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,BACKEND QUERY & SYSTEM,Layanan Pelanggan,C84-Closing Only, Interaksi tidak dilanjutkan,C,simPATI,DSC,3
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status pembelian prod,C,simPATI,DSC,2
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status terminasi,C,KartuHalo,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,BACKEND QUERY & SYSTEM,Mesin Pendukung,C82-Menu tidak muncul,C,simPATI,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,B2B Enterprise Product,Marketplace - 99% Usahaku,I22-Panduan Penggunaan Layanan,I,KartuHalo,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,kartu As,DSC,3
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,MUTASI,Voluntary Block,I57-Informasi Prosedur Pengaduan SMS Penipuan / Spam / Virus / Promosi,I,KartuHalo,DSC,29
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,MUTASI,Voluntary Block,I57-Informasi Mengenai Penipuan Undian Berhadiah,I,KartuHalo,DSC,15
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Paket,I54-Informasi syarat dan ketentuan modify offer/VAS,I,KartuHalo,DSC,5
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Price Plan,I53-Informasi syarat dan ketentuan perubahan Price Plan,I,KartuHalo,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,TAGIHAN & PEMBAYARAN,Tagihan Pelanggan,I42-Informasi syarat & ketentuan pengiriman ebill,I,KartuHalo,DSC,2
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,TAGIHAN & PEMBAYARAN,Masa Aktif Prepaid,I41-Informasi syarat, ketentuan & solusi SMS notif expired,I,kartu As,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi ketentuan data yang dibutuhkan untuk pembelian produk,I,kartu As,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Pembelian Pulsa,I22-Informasi ketentuan data yang dibutuhkan untuk pembelian pulsa,I,kartu As,DSC,2
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Deaktivasi,I23-Informasi channel dekativasi produk,I,KartuHalo,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi channel produk,I,KartuHalo,DSC,14
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,I61-Informasi mengenai campaign produk/Program,I,kartu As,DSC,102
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Produk,I61-Infomasi syarat & ketentuan mendapatkan penawaran,I,KartuHalo,DSC,4
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,CAMPAIGN & LOYALTY,Campaign Bundling,I63-Informasi program bundling,I,KartuHalo,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,skunk,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Kartu,K51-Tidak bisa melakukan pembayaran,K,KartuHalo,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,MUTASI,Ganti Kartu,K51-Order ganti kartu belum diproses melebihi SLA,K,KartuHalo,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,MUTASI,Post to Pre,K59-Gagal/Error Migrasi Post to Pre,K,KartuHalo,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,K44-Pembayaran berhasil, namun nomor masih terblock & belum masuk ledger,K,KartuHalo,DSC,4
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,TAGIHAN & PEMBAYARAN,Tagihan Pelanggan,K42-Tidak mendapat info tagihan/ebill,K,KartuHalo,DSC,5
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,LAYANAN JARINGAN,Use Service,K31-Tidak ada sinyal (tidak ada coverage),K,simPATI,DSC,3
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,LAYANAN JARINGAN,Use Service,K31-Call - Tidak bisa melakukan call,K,KartuHalo,DSC,29
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,LAYANAN JARINGAN,Use Service,K31-Call - Tidak bisa terima call,K,simPATI,DSC,3
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,LAYANAN JARINGAN,Use Service,K31-Internet ROAMING - Lambat/lemot/nge-lag, Signal tidak stabil/lemah,K,simPATI,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,LAYANAN JARINGAN,Orbit,K32 - Data pada menu tidak muncul,K,simPATI,DSC,1
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Gagal/error saat pembelian produk,K,KartuHalo,DSC,7
2023-05-15,50003,CC BANDUNG,callcenter,2,Jabotabek - Jabar,6,Jabar,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Gagal/error saat pembelian produk,K,simPATI,DSC,6
